@relation 'Loan_Default-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.Resample-S1-Z66.0-weka.filters.unsupervised.attribute.Remove-R1-9,13-17,19,21,23-27,29,32'

@attribute rate_of_interest numeric
@attribute Interest_rate_spread numeric
@attribute Upfront_charges numeric
@attribute construction_type {sb,mh}
@attribute Secured_by {home,land}
@attribute income numeric
@attribute LTV numeric
@attribute Security_Type {direct,Indriect}
@attribute Status {yes,no}

@data
4.5,1.0196,3196.5,sb,home,6120,61.968085,direct,no
4.625,1.8478,1323.88,sb,home,1500,97.794118,direct,no
4.5,1.1018,3210,sb,home,1980,46.710526,direct,no
3.75,0.357,3560,sb,home,9240,89.359862,direct,no
3.625,0.0343,16864.9,sb,home,14340,62.521222,direct,no
5.125,1.4494,2647.7,sb,home,5040,64.830508,direct,no
4.56,0.237,4691,sb,home,3480,52.218935,direct,no
4,0.3595,9435,sb,home,9120,66.067538,direct,no
4.75,1.2473,0,sb,home,4200,85.071942,direct,no
3.99,0.2575,2092.5,sb,home,5940,58.217993,direct,no
4.25,0.1907,2296.25,sb,home,8940,86.949686,direct,no
3,0.2561,3020.55,sb,home,6660,99.649533,direct,no
3.99,0.2693,6445.81,sb,home,6840,65.889831,direct,no
4.625,1.7141,2061.28,sb,home,6300,80.063291,direct,no
2.99,-0.0209,6450,sb,home,7380,58.187773,direct,no
5.19,1.4734,2806.73,sb,home,7920,73.305085,direct,no
4.625,1.1234,4600,sb,home,312000,43.888013,direct,no
3.75,0.9451,6121.13,sb,home,2940,99.278846,direct,no
4.375,0.6799,545,sb,home,3420,49.031008,direct,no
3.25,0.4104,8571.28,sb,home,10800,51.990446,direct,no
?,?,?,sb,home,1740,77.173913,direct,yes
3.99,0.9567,1250,sb,home,4920,57.8125,direct,no
?,?,?,sb,home,6000,52.12585,direct,yes
3.75,-0.0592,0,sb,home,7560,72.286822,direct,no
4.75,0.3116,5141.88,sb,home,4200,66.006098,direct,no
?,?,?,sb,home,5400,38.799283,direct,yes
3.125,0.1325,2766.05,sb,home,8340,80.03876,direct,no
3.5,0.1352,9101.25,sb,home,5760,59.96144,direct,no
3.99,0.431,1050,sb,home,5760,61.867089,direct,no
4.75,0.6206,2179.69,sb,home,1920,84.090909,direct,no
4.25,0.1833,889.36,sb,home,4440,64.271654,direct,no
?,?,?,sb,home,1620,74.280576,direct,yes
3.75,0.052,1137.88,sb,home,9780,74.326347,direct,no
5.75,1.4819,3950,sb,home,5160,78.474903,direct,no
4.875,1.1392,3098.75,sb,home,1560,62.681159,direct,no
3.625,-0.0902,4863.68,sb,home,16680,40.262321,direct,no
?,?,?,sb,home,3240,66.213389,direct,yes
3.99,0.4628,8986.12,sb,home,5580,68.415179,direct,no
3.375,-0.2188,1434.32,sb,home,7620,89.884868,direct,no
4.625,1.3078,1081.28,sb,home,5640,83.244681,direct,no
3.5,0.5823,6430.81,sb,home,8520,60.953608,direct,no
4.75,0.3957,5533.75,sb,home,6660,78.20122,direct,no
3.875,0.4841,5612.52,sb,home,3600,65.410959,direct,no
3.75,0.8059,2754.89,sb,home,2700,50.932836,direct,no
3.625,-0.128,3000,sb,home,15240,42.955635,direct,no
3.75,0.619,2444,sb,home,13860,57.755474,direct,no
3.5,0.0732,5894,sb,home,8280,78.621495,direct,no
4.625,1.2291,5090,sb,home,7620,67.857143,direct,no
4.5,1.036,4070.31,sb,home,9060,72.606383,direct,no
4.875,0.7488,2175,sb,home,4680,25.478469,direct,no
3.99,0.6607,4050,sb,home,2280,46.50838,direct,no
?,?,?,sb,home,10200,69.806338,direct,yes
3.625,-0.0407,?,sb,home,6660,78.225806,direct,no
3.99,0.3771,1946.5,sb,home,7920,86.949686,direct,no
3.99,0.3341,0,sb,home,10500,75.455927,direct,no
3.625,0.1849,6515,sb,home,3840,59.422111,direct,no
4.5,0.335,6831.25,sb,home,10980,74.114173,direct,no
4.56,0.7854,1150,sb,home,4140,94.724771,direct,no
4.56,0.5001,250,sb,home,8700,80.783582,direct,no
4.56,0.9208,715.55,sb,home,4440,80.405405,direct,no
3.99,0.282,0,sb,home,9000,74.749373,direct,no
3.375,0.1714,795,sb,home,11160,29.197349,direct,no
?,?,?,sb,home,1440,67.578125,direct,yes
4.5,0.0506,1401.01,sb,home,6480,72.829341,direct,no
?,?,?,sb,home,3900,98.828125,direct,yes
4.125,0.1652,494.13,sb,home,8280,89.540816,direct,no
3.99,1.2488,4092.95,sb,home,9000,99.512987,direct,no
3.99,0.394,8580.08,sb,home,12240,79.275093,direct,no
?,?,?,sb,home,15180,94.732441,direct,yes
3.5,0.6117,2503.71,sb,home,2940,85.472973,direct,no
3.75,0.2299,6777.59,sb,home,2880,80.783582,direct,no
3.99,0.3244,4642.28,sb,home,6480,75.655022,direct,no
4.3,0.1274,2858.33,sb,home,20580,73.867314,direct,no
3.375,-0.1096,202.8,sb,home,10380,69.3769,direct,no
4.625,1.0875,8250,sb,home,4680,75.793651,direct,no
3.5,0.0633,6762.5,sb,home,4740,78.994845,direct,no
3.5,-0.1727,51.11,sb,home,9900,86.700581,direct,no
?,?,?,sb,home,2760,48.940678,direct,yes
3.375,0.1038,0,sb,home,19800,29.294479,direct,no
4.25,1.3559,2656.25,sb,home,7260,48.417722,direct,no
3.75,0.4104,8335.38,sb,home,16860,53.65991,direct,no
3.875,-0.4178,8910.85,sb,home,7740,67.75766,direct,no
3.75,-0.013,1625,sb,home,11040,54.1019,direct,no
4.5,0.661,2576.88,sb,home,4260,67.405063,direct,no
3.625,0.0697,11542.44,sb,home,13080,40.273179,direct,no
3.625,0.2467,7781.25,sb,home,8100,27.98583,direct,no
?,?,?,sb,home,1500,59.937238,direct,yes
4.75,1.0467,1450,sb,home,4260,78.716216,direct,no
3.375,0.0375,3974.57,sb,home,1320,31.004902,direct,no
4.5,1.174,5356,sb,home,3120,64.937107,direct,no
3.99,0.496,3366.95,sb,home,5160,50.612745,direct,no
3.75,0.0284,0,sb,home,8220,53.939828,direct,no
4.5,0.1834,5868.77,sb,home,8820,69.574176,direct,no
3.99,0.415,3595,sb,home,4860,30.280749,direct,no
?,?,?,sb,home,9300,82.670455,direct,yes
?,?,?,sb,home,1740,16.382576,direct,yes
?,?,?,sb,home,6600,83.288043,direct,yes
4,-0.0847,0,sb,home,6420,31.077982,direct,no
4.25,0.6664,2212,sb,home,4680,79.20082,direct,no
4,0.2027,0,sb,home,10260,73.187633,direct,no
3.875,-0.0626,0,sb,home,5940,34.908884,direct,no
?,?,?,sb,home,2700,89.663462,direct,yes
?,?,?,sb,home,7500,78.846154,direct,yes
?,?,?,sb,home,9420,64.756944,direct,yes
4.125,0.2872,0,sb,home,5400,34.55711,direct,no
3.375,-0.1993,8064.83,sb,home,16500,74.791232,direct,no
4.375,0.7276,2975,sb,home,3840,67.95977,direct,no
3.75,-0.068,0,sb,home,20040,56.610577,direct,no
3.75,0.6352,5349.38,sb,home,5580,54.340278,direct,no
5.19,1.0287,6000,sb,home,5940,75.152439,direct,no
3.375,0.2926,3806.7,sb,home,6600,97.594142,direct,no
3.375,-0.1849,4662.5,sb,home,6840,42.90393,direct,no
3.875,-0.1195,491.82,sb,home,5220,76.285047,direct,no
3.99,0.3949,8904.27,sb,home,8100,64.271654,direct,no
3.75,0.2517,4085,sb,home,1800,68.640351,direct,no
?,?,?,sb,home,4500,105.167598,direct,yes
3.25,-0.1324,4160,sb,home,11280,78.882576,direct,no
4.5,0.8581,1677.18,sb,home,9060,84.470752,direct,no
?,?,?,sb,home,5820,99.242424,direct,yes
3.375,-0.1999,0,sb,home,3000,67.857143,direct,no
3.75,0.1987,4674.51,sb,home,6180,33.706226,direct,no
3.49,-0.2664,0,sb,home,6000,94.856459,direct,no
3.375,-0.0872,2200,sb,home,4380,72.435897,direct,no
4.25,0.5714,1506.63,sb,home,7740,64.937107,direct,no
3.75,0.0284,6326.84,sb,home,8040,69.3769,direct,no
?,?,?,sb,home,16620,54.62963,direct,yes
3.75,-0.1005,8870,sb,home,2880,56.004367,direct,no
3.99,0.168,2410,sb,home,8700,68.80531,direct,no
3.75,0.1167,3562.5,sb,home,7140,73.840206,direct,no
3.99,0.0914,2520.81,sb,home,2280,87.202381,direct,no
4.75,0.3078,8365,sb,home,6960,79.20082,direct,no
?,?,?,sb,home,2520,94.471154,direct,yes
3.75,0.0655,1245.15,sb,home,8160,74.428934,direct,no
4.5,0.0208,3880.63,sb,home,8160,56.067961,direct,no
3.99,0.6019,5090,sb,home,2460,76.162791,direct,no
3.875,0.6578,0,sb,home,4320,33.769932,direct,no
?,?,?,sb,home,2040,61.075949,direct,yes
3.625,0.3378,565.55,sb,home,3900,71.61215,direct,no
4.56,0.702,?,sb,home,8760,57.218845,direct,no
?,?,?,sb,home,1260,83.805031,direct,yes
3.99,0.3896,2212.5,sb,home,7800,53.063725,direct,no
3.75,0.222,9227.27,sb,home,10140,67.694064,direct,no
4.99,0.5705,2919.63,sb,home,11040,78.371711,direct,no
4.25,1.2102,2945.75,sb,home,3660,10.746102,direct,no
4,-0.098,0,sb,home,7740,66.002415,direct,no
4.625,0.2659,0,sb,home,4920,88.407821,direct,no
?,?,?,sb,home,660,53.787879,direct,yes
4.25,0.5676,1509.09,sb,home,14880,31.617647,direct,no
3.75,0.2008,15625,sb,home,19200,53.478664,direct,no
?,?,?,sb,home,26580,90.09434,direct,yes
4.75,0.2917,50,sb,home,8880,56.548975,direct,no
2.875,-0.3799,795,sb,home,16500,21.025485,direct,no
?,?,?,sb,home,7140,80.776515,direct,yes
?,?,?,sb,home,23400,63.604101,direct,yes
3.99,0.4472,5522.5,sb,home,2460,55.503145,direct,no
?,?,?,sb,home,49740,30.185688,direct,yes
3.625,-0.1141,306.38,sb,home,9840,73.93617,direct,no
3.5,0.6883,0,sb,home,7260,97.975352,direct,no
3.75,0.0102,1728,sb,home,5280,53.205128,direct,no
4.375,0.8192,5187.5,sb,home,12360,46.413934,direct,no
4.25,1.3126,2295,sb,home,4020,85.071942,direct,no
3.5,-0.1519,2470.74,sb,home,3960,87.650602,direct,no
5.125,1.2852,2910,sb,home,1440,73.305085,direct,no
3.99,1.2469,4054.11,sb,home,8160,55.040323,direct,no
4.5,1.134,3000,sb,home,1740,63.392857,direct,no
3.375,0.0136,15952.5,sb,home,11340,76.433692,direct,no
3.75,1.0126,4625,sb,home,7620,43.574766,direct,no
3.99,0.8812,2032.25,sb,home,2220,47.564935,direct,no
4.99,0.5588,119.09,sb,home,16800,57.8125,direct,no
4.5,0.4687,0,sb,home,3240,94.724771,direct,no
4.25,0.3777,0,sb,home,3540,95.362903,direct,no
4.375,0.0005,897.85,sb,home,12240,79.241645,direct,no
4.125,0.8139,4051.52,sb,home,3420,95.168067,direct,no
4.5,0.9114,3750,sb,home,10680,60.658915,direct,no
3.99,1.258,0,sb,home,4260,99.369748,direct,no
3.625,0.3471,0,sb,home,6240,69.701087,direct,no
3.99,0.5602,15700,sb,home,4320,67.983491,direct,no
?,?,?,sb,home,15000,80.660377,direct,yes
4.625,1.4551,9599.16,sb,home,3840,95.863309,direct,no
4.875,0.3368,650,sb,home,8100,99.528302,direct,no
3.99,0.4433,4872.16,sb,home,2220,75.201613,direct,no
4.125,0.4289,3750,sb,home,8040,61.094675,direct,no
4.75,0.242,?,sb,home,19020,12.637226,direct,no
3.625,0.5864,1250,sb,home,4680,89.0625,direct,no
3.875,0.6668,3660.93,sb,home,2100,85.550459,direct,no
3.75,0.0646,0,sb,home,7560,46.743487,direct,no
?,?,?,sb,home,6300,48.072687,direct,yes
3.5,-0.1331,0,sb,home,12300,48.747495,direct,no
3.5,0.0873,497.7,sb,home,7560,97.236504,direct,no
3.99,0.4236,914.06,sb,home,5340,48.247664,direct,no
?,?,?,sb,home,6780,85.201149,direct,yes
?,?,?,sb,home,2700,122.265625,direct,yes
3.75,0.1987,4674.51,sb,home,6180,33.706226,direct,no
3.625,0.0087,2901,sb,home,4440,63.354701,direct,no
4.5,1.1722,3158.13,sb,home,1800,37.403101,direct,no
?,?,?,sb,home,1380,65.858209,direct,yes
4.75,0.9519,1923.29,sb,home,3240,99.278846,direct,no
4.75,0.3681,1645,sb,home,2760,70.683453,direct,no
?,?,?,sb,home,4560,99.242424,direct,yes
?,?,?,sb,home,2760,56.944444,direct,yes
?,?,?,sb,home,7800,89.133739,direct,yes
4.125,0.324,0,sb,home,7680,69.977169,direct,no
?,?,?,mh,land,2760,97.794118,Indriect,yes
3.125,-0.3548,1805.6,sb,home,21120,41.013072,direct,no
4.99,1.2406,716,sb,home,1620,88.265306,direct,no
?,?,?,sb,home,2280,74.280576,direct,yes
4.18,-0.1737,3369,sb,home,3540,63.731061,direct,no
3.99,0.7774,3958.74,sb,home,3060,84.855769,direct,no
3.375,-0.2977,0,sb,home,8220,33.84233,direct,no
3.625,0.525,1134.95,sb,home,6180,95.062696,direct,no
3.99,-0.0901,1150,sb,home,20700,79.538341,direct,no
4.75,0.9486,3081.63,sb,home,7200,66.388175,direct,no
3.875,0.2466,3000,sb,home,6900,66.108247,direct,no
3.875,-0.2134,2180.56,sb,home,5700,66.939252,direct,no
3.625,0.9221,4437.11,sb,home,5760,42.90393,direct,no
3.875,0.0871,0,sb,home,3420,99.479167,direct,no
3.625,0.1085,5168.85,sb,home,3780,60.304659,direct,no
3.99,0.0888,1790.4,sb,home,3660,78.439153,direct,no
3.875,0.2591,729,sb,home,6960,80.021834,direct,no
3.99,0.5258,5141.38,sb,home,6960,73.840206,direct,no
3.875,0.0845,5912.59,sb,home,9780,101.985981,direct,no
3.99,0.5638,2968.4,sb,home,2220,76.162791,direct,no
3.99,1.2653,7500,sb,home,5040,92.266187,direct,no
3.875,0.0851,1250,sb,home,3480,44.175627,direct,no
4.56,0.4443,5355,sb,home,3780,52.218935,direct,no
4.125,0.207,2769.53,sb,home,8160,96.383648,direct,no
?,?,?,sb,home,5520,99.311927,direct,yes
?,?,?,sb,home,2220,81.47482,direct,yes
3.99,0.4342,13310.32,sb,home,5760,77.468153,direct,no
4.56,0.5274,2308.94,sb,home,7380,93.994413,direct,no
4.875,0.6082,150,sb,home,7680,95.863309,direct,no
3.625,0.0148,2287.26,sb,home,8040,53.446115,direct,no
3.625,0.1739,10648.35,sb,home,4140,68.208661,direct,no
3.625,0.4713,4237.54,sb,home,14940,59.146341,direct,no
?,?,?,sb,home,3420,78.361345,direct,yes
4.125,1.4185,3945.11,sb,home,3660,99.395161,direct,no
4.99,0.5325,1150,sb,home,7320,80.448718,direct,no
3.875,0.4405,956.25,sb,home,11880,94.525066,direct,no
?,?,?,sb,home,3840,77.173913,direct,yes
4.25,0.568,625,sb,home,4440,73.948598,direct,no
3.99,1.0438,5905.84,sb,home,7200,74.6139,direct,no
3.75,0.3037,7406.5,sb,home,9540,94.312169,direct,no
3.875,0.322,946.2,sb,home,9240,67.75766,direct,no
3.875,0.1041,1250,sb,home,12840,56.147541,direct,no
4.75,0.2784,0,sb,home,15540,74.114173,direct,no
?,?,?,sb,home,3060,91.666667,direct,yes
3.375,-0.176,16554.38,sb,home,8220,87.650602,direct,no
4.5,0.3525,795,sb,home,3240,50.398089,direct,no
3.75,0.5993,2962.01,sb,home,3540,99.107143,direct,no
3.5,1.014,4728.49,sb,home,4920,96.493902,direct,no
3.99,0.3293,652.5,sb,home,15360,76.58046,direct,no
4.75,1.1634,3030.8,sb,home,2280,48.94958,direct,no
?,?,?,sb,home,8400,87.790698,direct,yes
?,?,?,sb,home,1320,86.184211,direct,yes
?,?,?,sb,home,3000,86.184211,direct,yes
3.625,0.2019,5421.06,sb,home,4920,86.371237,direct,no
4.125,0.4074,1204.2,sb,home,6900,89.388021,direct,no
5.125,0.7808,625.59,sb,home,14880,102.81155,direct,no
?,?,?,sb,home,5940,62.681159,direct,yes
?,?,?,sb,home,7860,65.939597,direct,yes
3.75,0.2705,1250,sb,home,3240,62.566138,direct,no
?,?,?,sb,home,4800,81.25,direct,yes
3.75,0.2678,12514.34,sb,home,4020,72.145669,direct,no
3.25,0.1528,0,sb,home,6660,64.447236,direct,no
4.5,0.9946,5283.13,sb,home,12600,68.410853,direct,no
3.75,0.3737,6758,sb,home,2940,80.03876,direct,no
?,?,?,sb,home,3300,98.728814,direct,yes
3.875,-0.1984,5697.63,sb,home,8640,86.073825,direct,no
3.625,0.568,5418.75,sb,home,28140,63.569079,direct,no
4.125,0.9909,573.27,sb,home,9660,97.248804,direct,no
3.625,0.407,0,sb,home,7920,60.210396,direct,no
4.5,1.1632,1127.57,sb,home,3960,78.716216,direct,no
3.875,0.5204,1671.56,sb,home,14040,93.994413,direct,no
3.99,0.7103,7231.25,sb,home,5280,77.573529,direct,no
3.625,0.6699,2345.63,sb,home,4920,53.810976,direct,no
4.75,0.9636,3902.5,sb,home,3000,87.790698,direct,no
4.25,1.5983,1513.25,sb,home,5460,92.96875,direct,no
?,?,?,sb,home,1680,76.685393,direct,yes
3.625,0.0215,0,sb,home,8160,85.394265,direct,no
3.99,0.4105,1250,sb,home,4920,47.437358,direct,no
3.5,0.0701,5435,sb,home,3420,52.218935,direct,no
3.875,0.4092,5250,sb,home,11040,68.305439,direct,no
4.875,0.8215,2500,sb,home,6780,69.295302,direct,no
?,?,?,sb,home,2580,59.943182,direct,yes
4.125,0.667,1930,sb,home,6360,80.369718,direct,no
3.75,0.2413,6050,sb,home,3840,48.247664,direct,no
3.99,0.3718,3575,sb,home,3240,56.465517,direct,no
3.5,0.8073,3497.19,sb,home,2280,87.202381,direct,no
3.5,-0.006,1095,sb,home,13920,55.542813,direct,no
4.99,0.877,3163.5,sb,home,3780,87.790698,direct,no
?,?,?,sb,home,2520,98.913043,direct,yes
4.99,1.3255,0,sb,home,4140,93.882979,direct,no
4.625,1.1332,3306.36,sb,home,3660,99.395161,direct,no
3.99,0.8446,3947.5,sb,home,3720,80.092593,direct,no
4.56,0.1721,0,sb,home,4500,88.504464,direct,no
4.18,-0.1755,1163.9,sb,home,4200,17.922185,direct,no
3.625,0.0204,1047.43,sb,home,15120,46.421756,direct,no
3.875,0.1916,1445.22,sb,home,7560,82.118056,direct,no
4.5,0.7945,1634.38,sb,home,19080,75.240385,direct,no
3.875,0.007,0,sb,home,12900,56.191038,direct,no
3.99,0.6608,?,sb,home,3000,9.120983,direct,no
3.875,0.3538,1224.43,sb,home,5580,73.538961,direct,no
3.875,1.1914,3130.53,sb,home,5100,99.202128,direct,no
4,0.6614,2439.87,sb,home,5160,95.305677,direct,no
4.875,1.7758,1144.21,sb,home,2940,90.254237,direct,no
4.75,0.2308,795,sb,home,4920,37.681745,direct,no
3.875,0.2538,9487.19,sb,home,9180,97.939068,direct,no
4.125,0.9264,2019.71,sb,home,2640,83.088235,direct,no
4.99,0.7685,8506.25,sb,home,7080,77.979651,direct,no
3.625,-0.0528,4312.52,sb,home,16380,79.20082,direct,no
?,?,?,sb,home,3600,98.913043,direct,yes
4.625,0.15,0,sb,home,9780,99.686192,direct,no
?,?,?,sb,home,13620,88.352273,direct,yes
4.375,-0.0529,1295,sb,home,6540,79.129794,direct,no
6.24,1.132,?,sb,home,9360,34.291444,direct,no
3.5,0.8777,3493.38,sb,home,3720,67.405063,direct,no
?,?,?,sb,home,10500,77.072193,direct,yes
4.5,0.9721,2656.25,sb,home,3960,73.734177,direct,no
?,?,?,sb,home,3060,92.534722,direct,yes
3.875,0.0424,0,sb,home,4740,83.30292,direct,no
3.99,0.6179,8610,sb,home,12660,62.329932,direct,no
2.75,-0.2123,8072.41,sb,home,11040,63.297872,direct,no
3.625,0.2368,7258.75,sb,home,3600,59.929907,direct,no
?,?,?,sb,home,7440,88.246269,direct,yes
5.25,1.0736,5712.44,sb,home,14280,73.948598,direct,no
4.875,0.4512,0,sb,home,3180,73.840206,direct,no
4.99,0.8356,3096.43,sb,home,1500,77.173913,direct,no
3.75,0.2609,8563.66,sb,home,5220,58.359873,direct,no
?,?,?,sb,home,4920,46.971366,direct,yes
4.99,0.8619,2961.25,sb,home,2400,71.067416,direct,no
?,?,?,sb,home,6300,93.019481,direct,yes
3.25,-0.0422,9576,sb,home,3420,48.679577,direct,no
3.99,1.2607,2132.44,sb,home,2520,84.855769,direct,no
4.75,1.1422,1250,sb,home,6300,99.202128,direct,no
3.75,0.3707,6221.25,sb,home,5040,82.118056,direct,no
4.625,1.3131,3863.28,sb,home,5100,38.567073,direct,no
3.99,0.0816,9626.13,sb,home,8760,60.964912,direct,no
3.99,1.1803,3241.44,sb,home,4560,85.472973,direct,no
4.375,-0.293,0,sb,home,?,93.639053,direct,no
3.625,0.0577,3467.8,sb,home,5820,80.857741,direct,no
5.375,1.0444,?,sb,home,7500,77.979651,direct,no
4.5,0.0925,2040.5,sb,home,6420,60.371179,direct,no
3.25,-0.2378,21010.63,sb,home,8940,58.767535,direct,no
3.75,0.1492,12435.2,sb,home,6300,49.715262,direct,no
3.625,0.6565,3707.81,sb,home,7260,82.327586,direct,no
?,?,?,sb,home,2520,42.324561,direct,yes
4.875,0.6488,3024.16,sb,home,2520,71.959459,direct,no
4.375,1.7628,1570.13,sb,home,1140,24.734043,direct,no
?,?,?,sb,home,5220,95.168067,direct,yes
3.75,0.8993,4252.19,sb,home,4380,91.330645,direct,no
4.5,0.5015,5300,sb,home,9780,80.314371,direct,no
4.25,1.3996,3601.23,sb,home,7620,85.550459,direct,no
3.75,-0.6574,3222,sb,home,5340,99.665179,direct,no
2.99,0.1444,7309,sb,home,3660,56.578947,direct,no
3.5,0.5507,1831.25,sb,home,6300,50.811688,direct,no
4.75,0.5857,1428.81,sb,home,7320,93.238994,direct,no
4.25,-0.0056,7150,sb,home,3060,61.094675,direct,no
4.75,0.045,1930,sb,home,8340,70.543175,direct,no
4.125,-0.0511,136.84,sb,home,6240,68.721198,direct,no
3.75,0.7136,4579.88,sb,home,4620,84.547739,direct,no
4.375,0.081,0,sb,home,11220,73.532389,direct,no
3.69,-0.0202,0,sb,home,8220,57.755474,direct,no
3,-0.396,1051.18,sb,home,9900,79.575893,direct,no
5.19,0.8055,0,sb,home,7140,51.407658,direct,no
3.375,-0.1394,7497.02,sb,home,1620,87.298387,direct,no
4.125,0.5929,72.54,sb,home,14880,91.977612,direct,no
4.375,0.8917,2834.48,sb,home,4500,91.666667,direct,no
?,?,?,sb,home,3300,38.175676,direct,yes
?,?,?,sb,home,1260,27.163462,direct,yes
3.5,0.1658,8437.5,sb,home,4560,66.108247,direct,no
4.25,0.3862,226.68,sb,home,20160,51.318565,direct,no
3.875,0.0553,885.51,sb,home,5880,80.957944,direct,no
4.125,0.5312,3083.76,sb,home,5340,66.006098,direct,no
4.125,0.5437,1172.55,sb,home,4440,88.407821,direct,no
3.625,-0.122,708.39,sb,home,6300,50.782881,direct,no
2.99,-0.5222,1860.25,sb,home,1800,66.006098,direct,no
3.125,-0.013,0,sb,home,11820,67.857143,direct,no
4.18,-0.1632,1269.96,sb,home,9540,79.275093,direct,no
3.625,-0.0267,1269.19,sb,home,6660,79.275093,direct,no
3.75,-0.1249,0,sb,home,3480,32.668067,direct,no
4.25,0.5012,3720,sb,home,4860,91.977612,direct,no
?,?,?,sb,home,7680,83.730159,direct,yes
4.125,0.8512,3829.88,sb,home,5880,91.666667,direct,no
3.75,-0.2669,0,sb,home,8160,81.957929,direct,no
3.99,0.5809,3053.94,sb,home,3480,82.303371,direct,no
4.625,0.5912,527.73,sb,home,23880,93.799213,direct,no
3.375,0.1535,9493.75,sb,home,5220,53.063725,direct,no
3.75,0.9833,3162.19,sb,home,4140,67.405063,direct,no
4.375,0.1726,0,sb,home,14880,20.361547,direct,no
4.375,-0.113,770.08,sb,home,3060,93.238994,direct,no
3.5,-0.1573,4952.18,sb,home,4860,57.227891,direct,no
4,0.2616,885,sb,home,3900,37.469438,direct,no
3.99,0.9778,1786.54,sb,home,5220,63.731061,direct,no
3.875,0.2958,13998.2,sb,home,9540,94.138418,direct,no
3.99,0.8261,4287.5,sb,home,7800,70.32872,direct,no
4.125,0.0179,0,sb,home,11520,68.417874,direct,no
3.99,0.9573,5913.5,sb,home,9720,77.573529,direct,no
?,?,?,sb,home,5580,96.695402,direct,yes
4.75,1.2977,2866,sb,home,900,58.445946,direct,no
3.875,0.4128,3556.66,sb,home,6120,99.369748,direct,no
3.375,0.4814,4342.88,sb,home,3600,61.094675,direct,no
3.875,0.167,0,sb,home,32940,80.314371,direct,no
?,?,?,sb,home,4860,77.052239,direct,yes
3.625,0.3711,0,sb,home,6660,53.027682,direct,no
3.5,-0.0348,1524.44,sb,home,6540,64.602804,direct,no
4.625,1.4515,0,sb,home,7320,96.463816,direct,no
3.625,-0.0455,108,sb,home,7320,75.082237,direct,no
?,?,?,sb,home,9360,74.184149,direct,yes
3.875,0.5286,2930.95,sb,home,2520,73.305085,direct,no
4.375,0.7264,0,sb,home,6960,94.454225,direct,no
4.5,0.1091,0,sb,home,15300,25.2331,direct,no
?,?,?,sb,home,5580,39.09396,direct,yes
3.75,0.478,5124.84,sb,home,3720,71.788991,direct,no
3.75,0.1416,8655.25,sb,home,9120,59.943182,direct,no
4.75,0.7058,3006.25,sb,home,6240,50.932836,direct,no
4.56,0.9269,3560.19,sb,home,10320,91.666667,direct,no
?,?,?,sb,home,9420,80.886628,direct,yes
?,?,?,sb,home,5400,52.995643,direct,yes
3.875,0.5369,3640,sb,home,2760,24.908759,direct,no
4.25,0.4735,0,sb,home,6180,66.905738,direct,no
4.375,0.0045,0,sb,home,4920,72.416413,direct,no
4.99,1.4338,3354.39,sb,home,1740,80.063291,direct,no
4.875,0.2691,1150,sb,home,8040,65.776699,direct,no
3.75,0.1331,5719.5,sb,home,5220,65.756303,direct,no
4.75,1.3011,843.81,sb,home,9840,96.597633,direct,no
4.375,0.7648,1150,sb,home,8460,89.772727,direct,no
4.25,-0.089,2272.48,sb,home,13440,18.90586,direct,no
4.75,0.4532,4300,sb,home,5220,52.561475,direct,no
6.24,1.312,?,sb,home,6840,13.627049,direct,no
5.75,1.1296,59.56,sb,home,5160,99.107143,direct,no
?,?,?,sb,home,2880,74.280576,direct,yes
4.75,0.4696,2641.5,sb,home,4800,69.275701,direct,no
4.75,1.3525,0,sb,home,6300,97.862454,direct,no
3.425,-0.1549,161.25,sb,home,10200,67.230576,direct,no
5.625,1.4209,11629,sb,home,14040,79.618474,direct,no
3.99,0.6492,5986.03,sb,home,5340,72.286822,direct,no
?,?,?,sb,home,2820,48.463115,direct,yes
?,?,?,sb,home,960,46.010638,direct,yes
3.5,-0.5867,227.45,sb,home,4500,86.005435,direct,no
4.56,0.109,0,sb,home,4500,65.086207,direct,no
?,?,?,sb,home,2280,68.410853,direct,yes
3.99,0.8507,1250,sb,home,7980,65.855457,direct,no
4.75,1.3157,4462.5,sb,home,4500,65.625,direct,no
2.5,-0.4534,295,sb,home,13920,49.023438,direct,no
3.375,-0.4073,506.98,sb,home,5940,78.846154,direct,no
4.625,0.8541,0,sb,home,7500,86.196911,direct,no
3.99,0.2713,4480.72,sb,home,7680,74.705015,direct,no
4.5,0.5498,3605,sb,home,7620,75.429799,direct,no
?,?,?,sb,home,5100,69.345238,direct,yes
?,?,?,sb,home,3720,83.244681,direct,yes
?,?,?,sb,home,8400,93.994413,direct,yes
3.875,0.077,0,sb,home,7380,66.337386,direct,no
4.375,0.5016,3828,sb,home,10500,73.706897,direct,no
?,?,?,sb,home,6120,88.755459,direct,yes
4.625,0.6163,2267,sb,home,1980,75.122549,direct,no
3.75,0.2501,13162.5,sb,home,10260,64.158576,direct,no
